index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,New,PendingS
87709,171-8013515-6561931,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,939,New delhi,DELHI,110005,IN,FALSE,,,
87710,171-9160062-1569142,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,521,MUMBAI,MAHARASHTRA,400065,IN,FALSE,,,
87711,407-8212080-7029951,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,357,Udupi,KARNATAKA,576104,IN,FALSE,,,
87712,402-6055724-1636341,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,582,BENGALURU,KARNATAKA,560004,IN,FALSE,,,
87713,171-4888743-4705902,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XL,Shipped,1,INR,464,MUMBAI,MAHARASHTRA,400059,IN,FALSE,Easy Ship,,
87714,407-8127488-4365145,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,kalaburgi,KARNATAKA,585105,IN,FALSE,,,
87715,408-8067408-0021151,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,626,PAVARATTY,KERALA,680507,IN,FALSE,,,
87716,405-6306040-1568335,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,353,Bangalore,KARNATAKA,560020,IN,FALSE,,,
87717,408-3791175-2928339,05-02-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,484,GUWAHATI,ASSAM,781011,IN,FALSE,Easy Ship,,
87718,171-8925408-5464302,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,BENGALURU,KARNATAKA,560064,IN,FALSE,,,
87719,406-7875195-5089909,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,511,SONIPAT,HARYANA,131001,IN,FALSE,,,
87720,407-0847156-7945900,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,597,KOLKATA,WEST BENGAL,700032,IN,FALSE,,,
87721,404-1789892-6409904,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,Trousers,M,Unshipped,1,INR,574,MUMBAI,MAHARASHTRA,400005,IN,FALSE,,,
87722,403-4073825-6512352,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,965,GARHMUKTESHWAR,UTTAR PRADESH,245205,IN,FALSE,,,
87723,403-4073825-6512352,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1066,GARHMUKTESHWAR,UTTAR PRADESH,245205,IN,FALSE,,,
87724,404-5085522-1373946,05-02-2022,Cancelled,Merchant,Amazon.in,Standard,Trousers,XXL,On the Way,0,INR,368.57,THIRUVALLA,KERALA,689101,IN,FALSE,Easy Ship,,
87725,403-1094060-9389939,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,599,MANALI,HIMACHAL PRADESH,175103,IN,FALSE,,,
87726,171-4928986-3962768,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,376,SITAPUR,UTTAR PRADESH,261001,IN,FALSE,,,
87727,406-2851056-3196328,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,459,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,FALSE,,,
87728,404-0597591-8869918,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,442,Thiruvallam,KERALA,695027,IN,FALSE,,,
87729,171-3388338-8469948,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,799,Kolkata,WEST BENGAL,700064,IN,FALSE,,,
87730,405-7370329-8054751,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,825,HYDERABAD,TELANGANA,500018,IN,FALSE,,,
87731,405-2380871-2155502,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,484,CHENNAI,TAMIL NADU,600091,IN,FALSE,,,
87732,405-3801860-4263557,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,484,CHENNAI,TAMIL NADU,600091,IN,FALSE,,,
87733,404-9955381-8169947,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,799,BAREILLY,UTTAR PRADESH,243001,IN,FALSE,,,
87734,404-9955381-8169947,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,788,BAREILLY,UTTAR PRADESH,243001,IN,FALSE,,,
87735,402-8999736-1954726,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,641,HYDERABAD,TELANGANA,500076,IN,FALSE,,,
87736,406-1136142-5697966,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,626,JAIPUR,RAJASTHAN,302003,IN,FALSE,,,
87737,408-5862776-5808326,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,291,BENGALURU,KARNATAKA,560021,IN,FALSE,Easy Ship,,
87738,407-9535259-3460353,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,CHENNAI,TAMIL NADU,600100,IN,FALSE,,,
87739,171-1547578-4250723,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,376,Kanjikkuzhi,KERALA,688523,IN,FALSE,,,
87740,408-5353397-8022706,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1111,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE,,,
87741,408-9780218-0939512,05-02-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,,,BANGALORE,KARNATAKA,560076,IN,FALSE,Easy Ship,,
87742,171-9919911-8471523,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,376,BENGALURU,KARNATAKA,560036,IN,FALSE,,,
87743,407-0459645-6977944,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,560,MUMBAI,MAHARASHTRA,400080,IN,FALSE,,,
87744,404-8512690-6631503,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,824,Dakshina kannada district,KARNATAKA,574219,IN,FALSE,,,
87745,407-0928016-9957928,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,399,"Baramati,Pune",MAHARASHTRA,413102,IN,FALSE,,,
87746,408-9958304-6909124,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400063,IN,FALSE,,,
87747,402-5447495-4568318,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,626,SOUTH GOA,goa,403713,IN,FALSE,,,
87748,406-0535169-0100343,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,699,CHENNAI,TAMIL NADU,600041,IN,FALSE,,,
87749,405-3566525-3281915,05-02-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,L,On the Way,0,INR,570.48,BHUNTAR,HIMACHAL PRADESH,175125,IN,FALSE,Easy Ship,,
87750,405-3645891-7449941,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,NOIDA,UTTAR PRADESH,201303,IN,FALSE,,,
87751,405-7583096-7110764,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,799,AURANGABAD,MAHARASHTRA,431001,IN,FALSE,,,
87752,171-6016028-5267521,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,S,Unshipped,1,INR,597,Chennai,TAMIL NADU,600092,IN,FALSE,,,
87753,408-0335632-6712342,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,432,BENGALURU,KARNATAKA,560016,IN,FALSE,,,
87754,171-4196241-4467563,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,568,SANQUELIM,GOA,403505,IN,FALSE,Easy Ship,,
87755,407-2375660-1657155,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,283,Kollam,KERALA,691304,IN,FALSE,Easy Ship,,
87756,406-4007562-0017126,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,376,HYDERABAD,TELANGANA,500084,IN,FALSE,,,
87757,406-1288115-0867569,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,259,HYDERABAD,TELANGANA,500084,IN,FALSE,,,
87758,406-1288115-0867569,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,435,HYDERABAD,TELANGANA,500084,IN,FALSE,,,
87759,404-1397762-8965938,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,376,MAVELIKKARA,KERALA,690107,IN,FALSE,Easy Ship,,
87760,171-2771009-4272309,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,759,MYSURU,KARNATAKA,570034,IN,FALSE,,,
87761,407-3765048-1797168,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,357,CHHINDWARA,MADHYA PRADESH,480106,IN,FALSE,,,
87762,171-4580218-4386706,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,357,GAYA,BIHAR,823003,IN,FALSE,,,
87763,403-9810120-6377159,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,376,MOHALI,PUNJAB,160055,IN,FALSE,,,
87764,407-1605488-3188321,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,INDORE,MADHYA PRADESH,452001,IN,FALSE,,,
87765,402-5242381-5094760,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XS,Shipped,1,INR,690,Hyderabad,TELANGANA,500085,IN,FALSE,,,
87766,406-4856900-9800313,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,641,HYDERABAD,TELANGANA,500044,IN,FALSE,,,
87767,406-8823998-0365102,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,376,INDORE,MADHYA PRADESH,452001,IN,FALSE,,,
87768,405-1753099-6509156,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,487,BENGALURU,KARNATAKA,560043,IN,FALSE,,,
87769,405-7500400-3489933,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XS,Unshipped,1,INR,765,MEERUT,UTTAR PRADESH,250002,IN,FALSE,,,
87770,408-6019709-9813168,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,599,KOLKATA,WEST BENGAL,700074,IN,FALSE,,,
87771,406-0558270-6673922,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,KOLAR,KARNATAKA,563101,IN,FALSE,,,
87772,408-3560328-6277156,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,413,COIMBATORE,TAMIL NADU,641062,IN,FALSE,,,
87773,406-8251437-9976350,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400004,IN,FALSE,,,
87774,404-8724559-7607515,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,857,NEW DELHI,DELHI,110022,IN,FALSE,Easy Ship,,
87775,405-6201263-7378702,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Unshipped,1,INR,765,MEERUT,UTTAR PRADESH,250002,IN,FALSE,,,
87776,406-1085886-7336358,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,599,NEW DELHI,DELHI,110063,IN,FALSE,,,
87777,405-1566010-1021145,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,431,SALEM,TAMIL NADU,636016,IN,FALSE,,,
87778,406-7159749-3719511,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,888,BHOPAL,MADHYA PRADESH,462003,IN,FALSE,Easy Ship,,
87779,408-5911435-0489152,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,563,DHANBAD,JHARKHAND,826004,IN,FALSE,,,
87780,408-3163809-1065153,05-02-2022,Shipped,Amazon,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,0,Amritsar,punjab,143001,IN,FALSE,,,
87781,408-2342271-3626738,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1389,INDORE,MADHYA PRADESH,452016,IN,FALSE,,,
87782,405-9500034-9268333,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XXL,Shipped,1,INR,724,"ShahuNagar, Dharavi,Mumbai",MAHARASHTRA,400017,IN,FALSE,Easy Ship,,
87783,171-1485750-8762731,05-02-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,750.48,MUMBAI,MAHARASHTRA,400069,IN,FALSE,Easy Ship,,
87784,408-7807916-3356307,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1477,BENGALURU,KARNATAKA,560005,IN,FALSE,,,
87785,406-2684296-2223505,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,743,BANGALORE,KARNATAKA,560099,IN,FALSE,Easy Ship,,
87786,402-3699254-1126739,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,631,MUMBAI,MAHARASHTRA,400025,IN,FALSE,Easy Ship,,
87787,408-3695592-9913961,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,471,CHENNAI,TAMIL NADU,600125,IN,FALSE,,,
87788,406-6250282-6958715,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Cancelled,0,,,KOLKATA,WEST BENGAL,700074,IN,FALSE,,,
87789,406-2753981-5880367,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1065,KOLKATA,WEST BENGAL,700074,IN,FALSE,,,
87790,405-5022540-9856315,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,824,NEW DELHI,DELHI,110075,IN,FALSE,,,
87791,406-2841772-4155558,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,568,TALIPARAMBA KANNUR,KERALA,670141,IN,FALSE,,,
87792,408-9139008-3105911,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,487,HYDERABAD,TELANGANA,500019,IN,FALSE,,,
87793,408-6229530-6381127,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,M,Shipped,1,INR,513,KANPUR,UTTAR PRADESH,208013,IN,FALSE,,,
87794,408-3326429-9521121,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,442,KATRA,JAMMU & KASHMIR,182301,IN,FALSE,,,
87795,406-3400488-2168331,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,788,SULYA,KARNATAKA,574239,IN,FALSE,,,
87796,402-8354421-8870720,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,318,GUDIVADA KRISHNA DISTRICT,ANDHRA PRADESH,521301,IN,FALSE,Easy Ship,,
87797,404-7640725-9123543,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1099,NOIDA,UTTAR PRADESH,201301,IN,FALSE,Easy Ship,,
87798,404-7788092-3597111,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,3XL,Cancelled,0,,,NEW DELHI,DELHI,110089,IN,FALSE,,,
87799,171-8192649-3462750,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1213,SAMBALPUR,ODISHA,768001,IN,FALSE,Easy Ship,,
87800,404-1622164-9090726,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,357,MUTTUKURU,ANDHRA PRADESH,524344,IN,FALSE,,,
87801,403-3280875-7644346,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,677,Bangalore,KARNATAKA,560078,IN,FALSE,Easy Ship,,
87802,403-1995746-9149935,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,690,Bangalore,KARNATAKA,560078,IN,FALSE,,,
87803,408-3908605-1401961,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,547,NOIDA,UTTAR PRADESH,201301,IN,FALSE,,,
87804,402-5817502-7694761,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1111,DEHRADUN,UTTARAKHAND,248001,IN,FALSE,,,
87805,403-5486018-1857119,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,759,ROURKELA,ODISHA,769004,IN,FALSE,,,
87806,406-2168760-3671503,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,GODHRA,Gujarat,389001,IN,FALSE,,,
87807,402-8914218-4330766,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,CHANNAPATNA,KARNATAKA,562160,IN,FALSE,,,
87808,404-7591468-3568368,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,574,Hyderabad,TELANGANA,500016,IN,FALSE,,,
87809,408-2497124-9101966,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,279,GURUGRAM,HARYANA,122101,IN,FALSE,,,
87810,408-1343855-8925965,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,517,PUDUCHERRY,PUDUCHERRY,605004,IN,FALSE,,,
87811,407-3637403-7215569,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,357,THANE,MAHARASHTRA,421201,IN,FALSE,,,
87812,407-0556858-8353931,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,563,THANE,MAHARASHTRA,421201,IN,FALSE,,,
87813,402-1292966-6761938,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,S,Cancelled,0,,,CHANNAPATNA,KARNATAKA,562160,IN,FALSE,,,
87814,404-6408067-5553939,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,743,VISAKHAPATNAM,ANDHRA PRADESH,530024,IN,FALSE,Easy Ship,,
87815,171-6055081-1922767,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,665,AMRITSAR,PUNJAB,143001,IN,FALSE,,,
87816,406-2892930-7501936,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Cancelled,0,,,BENGALURU,KARNATAKA,560045,IN,FALSE,,,
87817,405-0231775-9977108,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,487,KANCHIPURAM,TAMIL NADU,603103,IN,FALSE,,,
87818,405-1350438-5403551,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,4XL,Shipped,1,INR,692,SIDCO INDUSTRIAL ESTATE KITTUR BELAGAVI,KARNATAKA,591115,IN,FALSE,Easy Ship,,
87819,407-2935541-6296320,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,539,Dehradun,UTTARAKHAND,248001,IN,FALSE,,,
87820,405-8670891-3121904,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Unshipped,1,INR,295,MUMBAI,MAHARASHTRA,400104,IN,FALSE,,,
87821,407-8242477-0889148,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,CHAKAN,MAHARASHTRA,410501,IN,FALSE,,,
87822,407-4175827-6478762,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,692,VADODARA,Gujarat,390009,IN,FALSE,,,
87823,404-6505255-4077957,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1066,BHUBANESWAR,ODISHA,751005,IN,FALSE,,,
87824,403-7523286-5105907,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,801,GANGTok,SIKKIM,737101,IN,FALSE,,,
87825,171-3189477-9069149,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,280,GUNTUR,ANDHRA PRADESH,522017,IN,FALSE,Easy Ship,,
87826,404-8990744-6421914,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,835,KUMTA,KARNATAKA,581440,IN,FALSE,,,
87827,403-1577055-8945163,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,BENGALURU,KARNATAKA,560093,IN,FALSE,,,
87828,171-2874084-2436358,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,432,PUNE,MAHARASHTRA,411004,IN,FALSE,,,
87829,405-9406267-2364355,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,499,Bardez,GOA,403513,IN,FALSE,Easy Ship,,
87830,408-0362019-2782720,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Unshipped,1,INR,279,GURUGRAM,HARYANA,122101,IN,FALSE,,,
87831,171-5324837-6928332,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,885,ADALAJ,Gujarat,382421,IN,FALSE,,,
87832,407-4766783-0742757,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,655,HYDERABAD,TELANGANA,500072,IN,FALSE,Easy Ship,,
87833,405-6328532-7488341,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,316,HYDERABAD,TELANGANA,500090,IN,FALSE,Easy Ship,,
87834,408-5696336-1868340,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,0,FARIDABAD,HARYANA,121001,IN,FALSE,Easy Ship,,
87835,171-5791192-8351552,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,487,NAGPUR,MAHARASHTRA,440026,IN,FALSE,,,
87836,405-5443819-2564366,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1463,BENGALURU,KARNATAKA,560043,IN,FALSE,,,
87837,405-6863813-7278711,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1099,ALLAHABAD,UTTAR PRADESH,211001,IN,FALSE,Easy Ship,,
87838,406-5869912-9961922,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,666,ALMORA,UTTARAKHAND,263601,IN,FALSE,,,
87839,408-1432826-5762710,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XL,Unshipped,1,INR,279,GURUGRAM,HARYANA,122101,IN,FALSE,,,
87840,405-2173681-5866761,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,792,BHUBANESWAR,ODISHA,751002,IN,FALSE,,,
87841,171-3445306-6790714,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,329,VISAKHAPATNAM,ANDHRA PRADESH,530027,IN,FALSE,,,
87842,403-4105537-9348337,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,L,Shipped,1,INR,540,BENGALURU,KARNATAKA,560075,IN,FALSE,Easy Ship,,
87843,171-3232705-4998756,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,459,BENGALURU,KARNATAKA,560016,IN,FALSE,Easy Ship,,
87844,404-2471146-1343525,05-02-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Unshipped,1,INR,563,Hosur,TAMIL NADU,635109,IN,FALSE,,,
87845,405-4677822-9959514,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,788,SALEM,TAMIL NADU,636003,IN,TRUE,,,
87846,408-6214488-2749937,05-02-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,,,FARIDABAD,HARYANA,121001,IN,FALSE,Easy Ship,,
87847,407-2953276-5864325,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,487,KOLKATA,WEST BENGAL,700101,IN,FALSE,,,
87848,405-5431629-0764305,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,801,Ngo quarters,KERALA,673012,IN,FALSE,,,
87849,404-2280473-3510706,05-02-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,493,Singanallur coimbatore,TAMIL NADU,641005,IN,FALSE,Easy Ship,,
87850,402-8843711-7681140,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,789,BENGALURU,KARNATAKA,560043,IN,FALSE,,,
87851,408-3792760-7801153,05-02-2022,Shipped,Amazon,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,Hyderabad,TELANGANA,500050,IN,FALSE,,,
87852,406-8794076-8410740,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,499,BARASAT,WEST BENGAL,700126,IN,FALSE,,,
87853,408-8201451-7149121,05-02-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,568,KOLKATA,WEST BENGAL,700103,IN,FALSE,,,
